date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2024-05-08,0,野狐谷溜池,杵築,八坂,2.25,9125.6,Sentinel-1,DESCENDING
2024-05-08,1,申川溜池,杵築,八坂,2.06,5866.0,Sentinel-1,DESCENDING
2024-05-08,2,白水池,杵築,馬場尾,4.84,29059.2,Sentinel-1,DESCENDING
2024-05-08,3,床並溜池,山香,下,1.65,8387.2,Sentinel-1,DESCENDING
2024-05-08,12,大河内溜池南方の池,大田,白木原,0.92,2961.5,Sentinel-1,DESCENDING
2024-05-08,13,大河内溜池,大田,白木原,2.64,13012.5,Sentinel-1,DESCENDING
2024-05-08,14,黄午渕溜池,大田,永松,0.89,3325.7,Sentinel-1,DESCENDING
2024-05-08,15,俣水1012付近の池,大田,俣水,1.61,6242.4,Sentinel-1,DESCENDING
2024-05-08,16,東下司溜池,杵築,南杵築,0.65,0.0,Sentinel-1,DESCENDING
2024-05-08,17,西下司溜池,杵築,南杵築,1.3,907.9,Sentinel-1,DESCENDING
2024-05-08,18,日指ダム,山香,日指,39.42,235507.6,Sentinel-1,DESCENDING
2024-05-08,19,日指ダム,山香,日指,12.57,56262.8,Sentinel-1,DESCENDING
2024-05-08,20,楠溜池,山香,吉野渡,7.11,43717.1,Sentinel-1,DESCENDING
2024-05-08,21,石山ダム,杵築,溝井,10.73,44337.9,Sentinel-1,DESCENDING
2024-05-08,22,尾払溜池,杵築,守江,7.07,45804.3,Sentinel-1,DESCENDING
2024-05-08,23,鍋倉ダム,杵築,守江,9.42,55254.1,Sentinel-1,DESCENDING
2024-05-08,24,糠味噌溜池,杵築,日野,1.69,4697.1,Sentinel-1,DESCENDING
2024-05-08,25,弁天池,杵築,溝井,4.32,25151.7,Sentinel-1,DESCENDING
2024-05-08,26,山迫溜池,杵築,鴨川,2.08,6996.0,Sentinel-1,DESCENDING
2024-05-08,27,スネコスリ溜池,杵築,猪尾,5.54,30622.9,Sentinel-1,DESCENDING
2024-05-08,28,中ノ池溜池,杵築,溝井,0.91,2596.3,Sentinel-1,DESCENDING
2024-05-08,29,立尻溜池,杵築,溝井,1.61,6753.1,Sentinel-1,DESCENDING
2024-05-08,30,本庄新池,杵築,本庄,3.53,16719.4,Sentinel-1,DESCENDING
2024-05-08,31,双子溜池,杵築,本庄,2.7,14804.8,Sentinel-1,DESCENDING
2024-05-08,32,大台溜池,杵築,本庄,5.22,26587.3,Sentinel-1,DESCENDING
2024-05-08,33,夫婦池南部,杵築,熊野,1.43,3958.2,Sentinel-1,DESCENDING
2024-05-08,34,夫婦池北部,杵築,熊野,2.44,11955.8,Sentinel-1,DESCENDING
2024-05-08,35,新宮溜池,杵築,日野,3.81,17874.7,Sentinel-1,DESCENDING
2024-05-08,43,轟溜池,杵築,船部,2.04,8512.6,Sentinel-1,DESCENDING
2024-05-08,48,申川溜池北方の池,杵築,八坂,0.49,1513.6,Sentinel-1,DESCENDING
