date,pond_id,pond_name,tiiki,ooaza,area_ha,water_area_m2,satellite,orbit
2026-06-03,0,野狐谷溜池,杵築,八坂,2.25,8238.2,Sentinel-1,DESCENDING
2026-06-03,1,申川溜池,杵築,八坂,2.06,7249.8,Sentinel-1,DESCENDING
2026-06-03,2,白水池,杵築,馬場尾,4.84,29103.2,Sentinel-1,DESCENDING
2026-06-03,3,床並溜池,山香,下,1.65,6899.7,Sentinel-1,DESCENDING
2026-06-03,12,大河内溜池南方の池,大田,白木原,0.92,2082.8,Sentinel-1,DESCENDING
2026-06-03,13,大河内溜池,大田,白木原,2.64,12098.0,Sentinel-1,DESCENDING
2026-06-03,14,黄午渕溜池,大田,永松,0.89,2822.9,Sentinel-1,DESCENDING
2026-06-03,15,俣水1012付近の池,大田,俣水,1.61,5752.2,Sentinel-1,DESCENDING
2026-06-03,16,東下司溜池,杵築,南杵築,0.65,666.0,Sentinel-1,DESCENDING
2026-06-03,17,西下司溜池,杵築,南杵築,1.3,3699.6,Sentinel-1,DESCENDING
2026-06-03,18,日指ダム,山香,日指,39.42,233883.1,Sentinel-1,DESCENDING
2026-06-03,19,日指ダム,山香,日指,12.57,58388.9,Sentinel-1,DESCENDING
2026-06-03,20,楠溜池,山香,吉野渡,7.11,42855.2,Sentinel-1,DESCENDING
2026-06-03,21,石山ダム,杵築,溝井,10.73,41878.8,Sentinel-1,DESCENDING
2026-06-03,22,尾払溜池,杵築,守江,7.07,45215.2,Sentinel-1,DESCENDING
2026-06-03,23,鍋倉ダム,杵築,守江,9.42,50068.8,Sentinel-1,DESCENDING
2026-06-03,24,糠味噌溜池,杵築,日野,1.69,2817.9,Sentinel-1,DESCENDING
2026-06-03,25,弁天池,杵築,溝井,4.32,24023.9,Sentinel-1,DESCENDING
2026-06-03,26,山迫溜池,杵築,鴨川,2.08,7140.0,Sentinel-1,DESCENDING
2026-06-03,27,スネコスリ溜池,杵築,猪尾,5.54,27809.5,Sentinel-1,DESCENDING
2026-06-03,28,中ノ池溜池,杵築,溝井,0.91,2804.2,Sentinel-1,DESCENDING
2026-06-03,29,立尻溜池,杵築,溝井,1.61,6761.2,Sentinel-1,DESCENDING
2026-06-03,30,本庄新池,杵築,本庄,3.53,1230.7,Sentinel-1,DESCENDING
2026-06-03,31,双子溜池,杵築,本庄,2.7,14042.9,Sentinel-1,DESCENDING
2026-06-03,32,大台溜池,杵築,本庄,5.22,24404.4,Sentinel-1,DESCENDING
2026-06-03,33,夫婦池南部,杵築,熊野,1.43,2770.0,Sentinel-1,DESCENDING
2026-06-03,34,夫婦池北部,杵築,熊野,2.44,10690.5,Sentinel-1,DESCENDING
2026-06-03,35,新宮溜池,杵築,日野,3.81,13553.4,Sentinel-1,DESCENDING
2026-06-03,43,轟溜池,杵築,船部,2.04,7455.9,Sentinel-1,DESCENDING
2026-06-03,48,申川溜池北方の池,杵築,八坂,0.49,1329.5,Sentinel-1,DESCENDING
